"sep=	"
Shimmer_Timestamp	Shimmer_EMG_ENV	Shimmer_EMG_RAW	Shimmer_EMG_REF
13:27:12	97	1760	506
13:27:12	99	1761	508
13:27:12	98	1763	510
13:27:12	99	1763	509
13:27:12	102	1762	510
13:27:12	100	1763	511
13:27:12	99	1763	511
13:27:12	100	1765	511
13:27:12	101	1764	511
13:27:12	102	1763	511
13:27:12	70	1762	266
13:27:12	64	1763	290
13:27:12	59	1764	314
13:27:12	61	1767	333
13:27:12	57	1764	350
13:27:12	58	1764	368
13:27:12	55	1763	375
13:27:12	59	1762	390
13:27:12	60	1762	400
13:27:12	59	1751	408
13:27:12	63	1763	419
13:27:12	65	1766	425
13:27:12	66	1764	435
13:27:12	66	1764	443
13:27:12	69	1766	449
13:27:12	75	1765	461
13:27:12	73	1765	461
13:27:12	76	1767	468
13:27:12	75	1764	464
13:27:12	78	1763	476
13:27:12	80	1763	471
13:27:12	81	1764	477
13:27:12	81	1765	481
13:27:12	81	1765	490
13:27:12	83	1762	487
13:27:12	85	1763	490
13:27:12	5	1765	55
13:27:12	0	1763	99
13:27:12	0	1763	144
13:27:12	0	1764	180
13:27:12	0	1763	206
13:27:12	0	1766	227
13:27:12	0	1762	250
13:27:12	0	1763	271
13:27:12	0	1761	289
13:27:12	3	1763	309
13:27:12	6	1764	323
13:27:13	13	1766	336
13:27:13	16	1761	353
13:27:13	16	1762	355
13:27:13	19	1761	368
13:27:13	21	1763	374
13:27:13	26	1763	384
13:27:13	30	1762	392
13:27:13	35	1761	405
13:27:13	39	1762	409
13:27:13	43	1764	418
13:27:13	46	1763	416
13:27:13	48	1762	420
13:27:13	49	1761	430
13:27:13	50	1762	432
13:27:13	56	1763	438
13:27:13	59	1763	445
13:27:13	62	1762	448
13:27:13	64	1761	453
13:27:13	63	1762	447
13:27:13	64	1760	448
13:27:13	66	1761	451
13:27:13	64	1759	455
13:27:13	71	1760	463
13:27:13	70	1761	465
13:27:13	74	1761	464
13:27:13	77	1765	466
13:27:13	71	1761	464
13:27:13	73	1761	480
13:27:13	77	1763	471
13:27:13	77	1762	473
13:27:13	80	1761	469
13:27:13	80	1762	478
13:27:13	80	1762	479
13:27:13	80	1765	476
13:27:13	80	1762	477
13:27:13	82	1763	480
13:27:13	82	1761	489
13:27:13	80	1762	477
13:27:13	81	1761	480
13:27:13	86	1761	484
13:27:13	86	1760	485
13:27:13	86	1762	490
13:27:13	85	1761	487
13:27:13	92	1761	487
13:27:13	86	1763	490
13:27:13	91	1761	485
13:27:13	89	1763	493
13:27:13	92	1762	492
13:27:13	94	1761	496
13:27:13	86	1762	489
13:27:13	88	1762	492
13:27:13	94	1761	495
13:27:13	94	1761	495
13:27:13	95	1764	493
13:27:13	93	1761	496
13:27:13	93	1761	496
13:27:13	89	1762	497
13:27:13	89	1761	495
13:27:13	94	1762	496
13:27:13	95	1761	498
13:27:13	94	1762	497
13:27:13	91	1762	495
13:27:13	95	1761	496
13:27:13	93	1761	496
13:27:13	94	1762	498
13:27:13	96	1761	498
13:27:13	97	1761	499
13:27:13	93	1760	502
13:27:13	102	1762	503
13:27:13	94	1761	496
13:27:13	98	1761	501
13:27:13	97	1761	503
13:27:13	97	1762	502
13:27:13	94	1762	498
13:27:13	99	1769	502
13:27:13	99	1763	503
13:27:13	100	1764	506
13:27:13	99	1768	496
13:27:13	100	1761	507
13:27:13	98	1761	502
13:27:13	100	1763	507
13:27:13	98	1760	499
13:27:13	100	1760	505
13:27:13	99	1762	503
13:27:13	102	1759	505
13:27:13	101	1762	506
13:27:13	101	1764	511
13:27:13	102	1762	507
13:27:13	102	1763	507
13:27:13	104	1761	506
13:27:13	103	1762	511
13:27:13	103	1762	506
13:27:13	101	1762	507
13:27:13	101	1761	506
13:27:13	106	1763	511
13:27:13	102	1762	507
13:27:13	103	1761	505
13:27:13	102	1762	502
13:27:13	102	1762	506
13:27:13	102	1762	505
13:27:13	102	1761	502
13:27:13	101	1761	509
13:27:13	108	1762	507
13:27:13	105	1759	508
13:27:13	105	1761	503
13:27:13	102	1766	505
13:27:13	93	1760	503
13:27:13	102	1763	506
13:27:13	101	1761	506
13:27:13	106	1759	511
13:27:13	105	1761	511
13:27:13	103	1760	509
13:27:13	107	1761	505
13:27:13	101	1760	507
13:27:13	101	1759	502
13:27:13	100	1758	504
13:27:13	102	1760	509
13:27:13	102	1761	507
13:27:13	102	1758	506
13:27:13	103	1760	510
13:27:13	99	1760	506
13:27:13	99	1761	511
13:27:13	101	1760	508
13:27:13	103	1759	510
13:27:13	102	1762	503
13:27:13	101	1759	509
13:27:13	99	1762	507
13:27:13	99	1761	508
13:27:13	99	1759	508
13:27:13	104	1760	509
13:27:13	106	1760	511
13:27:13	103	1757	511
13:27:13	101	1760	503
13:27:13	109	1761	500
13:27:13	106	1760	511
13:27:13	104	1759	509
13:27:13	103	1759	508
13:27:13	106	1759	511
13:27:13	105	1759	511
13:27:13	105	1760	511
13:27:13	102	1760	507
13:27:13	103	1760	501
13:27:13	99	1761	500
13:27:13	102	1759	511
13:27:13	103	1757	510
13:27:13	105	1759	511
13:27:13	105	1759	511
13:27:13	102	1763	511
13:27:13	112	1761	511
13:27:13	105	1762	511
13:27:13	106	1759	511
13:27:13	105	1761	510
13:27:13	105	1759	509
13:27:13	106	1761	527
13:27:13	107	1760	509
13:27:13	106	1761	510
13:27:13	106	1762	510
13:27:13	109	1761	511
13:27:13	106	1760	511
13:27:13	106	1762	511
13:27:13	105	1761	510
13:27:13	110	1761	510
13:27:13	111	1761	510
13:27:13	107	1762	511
13:27:13	109	1761	511
13:27:13	110	1762	525
13:27:13	109	1763	511
13:27:13	110	1761	522
13:27:13	109	1760	511
13:27:13	110	1763	528
13:27:13	109	1762	526
13:27:13	110	1762	526
13:27:13	109	1762	511
13:27:13	112	1763	527
13:27:13	112	1762	526
13:27:13	108	1762	526
13:27:13	111	1763	527
13:27:13	112	1762	527
13:27:13	110	1762	527
13:27:13	23	1765	62
13:27:13	13	1763	99
13:27:13	6	1762	137
13:27:13	6	1763	176
13:27:13	5	1763	205
13:27:13	2	1763	234
13:27:13	4	1771	256
13:27:13	11	1762	275
13:27:13	4	1764	296
13:27:13	11	1763	304
13:27:13	15	1762	320
13:27:13	16	1771	336
13:27:13	20	1762	347
13:27:13	26	1762	359
13:27:13	27	1754	372
13:27:13	31	1761	381
13:27:13	37	1763	390
13:27:13	34	1765	392
13:27:13	42	1763	405
13:27:13	45	1763	409
13:27:13	48	1765	417
13:27:13	48	1762	415
13:27:13	50	1767	428
13:27:13	53	1761	430
13:27:13	55	1763	432
13:27:13	59	1763	437
13:27:13	64	1763	444
13:27:13	64	1762	447
13:27:13	67	1765	446
13:27:13	64	1762	448
13:27:13	67	1762	452
13:27:13	67	1761	453
13:27:13	71	1762	462
13:27:13	71	1763	463
13:27:13	77	1763	464
13:27:13	75	1761	465
13:27:13	77	1765	464
13:27:13	67	1763	464
13:27:13	79	1764	471
13:27:13	79	1763	471
13:27:13	79	1763	471
13:27:13	80	1762	476
13:27:13	80	1762	478
13:27:13	81	1761	479
13:27:13	83	1761	476
13:27:13	80	1761	477
13:27:13	83	1761	485
13:27:13	85	1761	482
13:27:13	85	1760	481
13:27:13	85	1763	485
13:27:13	83	1762	490
13:27:13	89	1761	489
13:27:13	83	1762	482
13:27:13	83	1762	489
13:27:13	82	1761	489
13:27:13	90	1763	491
13:27:13	84	1761	490
13:27:13	87	1761	490
13:27:13	87	1761	490
13:27:13	87	1761	488
13:27:13	87	1759	496
13:27:13	91	1759	496
13:27:13	92	1760	495
13:27:13	91	1759	491
13:27:13	91	1755	493
13:27:13	90	1760	494
13:27:13	93	1759	496
13:27:13	93	1759	496
13:27:13	93	1760	497
13:27:13	94	1763	498
13:27:13	97	1761	500
13:27:13	94	1761	501
13:27:13	92	1760	493
13:27:13	93	1759	496
13:27:13	91	1760	496
13:27:13	96	1757	499
13:27:13	96	1761	497
13:27:13	96	1759	503
13:27:13	96	1760	504
13:27:13	96	1762	507
13:27:13	95	1759	496
13:27:13	98	1762	500
13:27:13	99	1760	499
13:27:13	97	1762	503
13:27:13	99	1760	501
13:27:13	104	1761	509
13:27:13	102	1760	505
13:27:13	101	1770	507
13:27:13	99	1761	499
13:27:13	98	1762	496
13:27:13	101	1762	498
13:27:13	101	1760	503
13:27:13	102	1760	501
13:27:13	104	1761	509
13:27:13	101	1762	505
13:27:13	106	1759	508
13:27:13	100	1759	501
13:27:13	106	1761	509
13:27:13	105	1763	506
13:27:13	102	1750	509
13:27:13	100	1760	501
13:27:13	99	1759	510
13:27:13	103	1749	497
13:27:13	102	1761	507
13:27:13	101	1760	506
13:27:13	103	1763	507
13:27:13	101	1762	507
13:27:13	112	1763	504
13:27:13	102	1763	507
13:27:13	106	1760	504
13:27:13	101	1763	510
13:27:13	103	1760	505
13:27:13	102	1762	506
13:27:13	106	1761	506
13:27:13	102	1760	511
13:27:13	101	1761	509
13:27:13	100	1760	511
13:27:13	101	1761	508
13:27:13	101	1763	509
13:27:13	98	1760	499
13:27:13	99	1761	502
13:27:13	102	1759	510
13:27:13	101	1761	508
13:27:13	99	1763	508
13:27:13	101	1762	507
13:27:13	100	1763	509
13:27:13	101	1762	510
13:27:13	100	1760	507
13:27:13	101	1763	507
13:27:13	101	1768	509
13:27:13	103	1762	509
13:27:13	101	1761	507
13:27:13	102	1762	507
13:27:13	100	1762	507
13:27:13	102	1762	511
13:27:13	99	1763	502
13:27:13	102	1761	511
13:27:13	102	1763	510
13:27:13	101	1762	509
13:27:13	103	1762	509
13:27:13	106	1761	511
13:27:13	105	1763	511
13:27:13	106	1763	511
13:27:13	107	1762	511
13:27:13	107	1762	511
13:27:13	109	1763	525
13:27:13	108	1762	511
13:27:13	103	1763	511
13:27:13	107	1762	511
13:27:13	106	1762	525
13:27:13	109	1762	526
13:27:13	110	1762	523
13:27:13	14	1770	59
13:27:13	6	1767	103
13:27:13	1	1767	144
13:27:13	0	1765	176
13:27:13	0	1766	208
13:27:13	0	1769	226
13:27:13	0	1765	248
13:27:13	0	1764	270
13:27:13	0	1763	288
13:27:13	0	1766	305
13:27:13	11	1766	322
13:27:13	14	1765	336
13:27:13	16	1766	340
13:27:13	16	1765	354
13:27:13	19	1762	367
13:27:13	21	1763	378
13:27:13	30	1762	384
13:27:13	33	1763	393
13:27:13	38	1765	398
13:27:13	39	1765	405
13:27:13	45	1763	403
13:27:13	44	1761	421
13:27:13	48	1761	413
13:27:13	48	1762	429
13:27:13	55	1762	429
13:27:13	55	1766	433
13:27:13	57	1763	438
13:27:13	59	1762	448
13:27:13	64	1762	449
13:27:13	65	1762	452
13:27:13	66	1762	453
13:27:13	68	1763	458
13:27:13	64	1763	453
13:27:13	66	1762	459
13:27:13	70	1762	462
13:27:13	70	1761	460
13:27:13	76	1763	465
13:27:13	75	1761	468
13:27:13	77	1761	469
13:27:13	77	1762	471
13:27:13	75	1761	468
13:27:13	77	1760	471
13:27:13	78	1761	470
13:27:13	80	1762	479
13:27:13	80	1762	479
13:27:13	80	1762	479
13:27:13	81	1761	479
13:27:13	80	1762	481
13:27:13	80	1761	478
13:27:13	80	1760	479
13:27:13	82	1763	483
13:27:13	85	1761	484
13:27:13	84	1762	483
13:27:13	84	1762	487
13:27:13	86	1762	481
13:27:13	84	1766	493
13:27:13	83	1762	483
13:27:13	93	1755	483
13:27:13	87	1761	486
13:27:13	85	1760	491
13:27:13	86	1762	490
13:27:13	93	1763	496
13:27:13	89	1761	493
13:27:13	91	1761	496
13:27:13	85	1750	490
13:27:13	85	1761	490
13:27:13	89	1760	495
13:27:13	90	1762	496
13:27:13	91	1762	496
13:27:13	92	1763	497
13:27:13	91	1762	496
13:27:13	93	1764	498
13:27:13	90	1761	494
13:27:13	87	1762	496
13:27:13	89	1760	494
13:27:13	92	1759	498
13:27:13	97	1761	496
13:27:13	95	1763	502
13:27:13	94	1761	497
13:27:13	98	1762	498
13:27:13	93	1762	494
13:27:13	97	1761	497
13:27:13	93	1757	498
13:27:13	94	1760	498
13:27:13	95	1760	497
13:27:13	96	1763	498
13:27:13	95	1761	496
13:27:13	96	1760	496
13:27:13	96	1761	500
13:27:13	97	1762	497
13:27:13	97	1762	497
13:27:13	95	1761	494
13:27:13	92	1761	497
13:27:13	96	1761	499
13:27:13	96	1762	499
13:27:13	97	1760	499
13:27:13	96	1761	499
13:27:13	95	1761	501
13:27:13	98	1759	503
13:27:13	96	1762	498
13:27:13	99	1762	502
13:27:13	97	1762	503
13:27:13	95	1763	503
13:27:13	94	1759	498
13:27:13	95	1761	499
13:27:13	98	1762	499
13:27:13	101	1760	502
13:27:13	98	1761	502
13:27:13	100	1759	502
13:27:13	101	1761	503
13:27:13	100	1762	503
13:27:13	98	1760	501
13:27:13	96	1760	499
13:27:13	89	1761	509
13:27:13	98	1762	507
13:27:13	97	1762	505
13:27:13	99	1762	506
13:27:13	98	1763	505
13:27:13	101	1762	510
13:27:13	98	1760	501
13:27:13	99	1759	506
13:27:13	100	1763	509
13:27:13	101	1762	510
13:27:13	98	1762	503
13:27:13	101	1759	503
13:27:13	102	1761	509
13:27:13	101	1762	506
13:27:13	106	1761	507
13:27:13	101	1760	511
13:27:13	101	1762	507
13:27:13	100	1763	510
13:27:13	99	1761	503
13:27:13	101	1771	503
13:27:13	101	1761	502
13:27:13	98	1759	505
13:27:13	98	1760	501
13:27:13	99	1767	511
13:27:13	99	1760	506
13:27:13	101	1761	510
13:27:13	96	1760	502
13:27:13	96	1765	503
13:27:13	99	1761	502
13:27:13	97	1762	503
13:27:13	95	1759	511
13:27:13	89	1760	511
13:27:13	98	1762	508
13:27:13	103	1763	511
13:27:13	96	1760	506
13:27:13	98	1762	510
13:27:13	97	1761	511
13:27:13	99	1760	509
13:27:13	98	1760	510
13:27:13	102	1763	510
13:27:13	101	1763	508
13:27:13	102	1762	508
13:27:13	99	1760	507
13:27:13	102	1761	507
13:27:13	102	1767	510
13:27:13	101	1761	510
13:27:13	102	1763	509
13:27:13	106	1761	509
13:27:13	100	1761	507
13:27:13	103	1762	507
13:27:13	102	1761	509
13:27:13	104	1761	508
13:27:13	105	1762	510
13:27:13	103	1762	502
13:27:13	100	1763	504
13:27:13	103	1760	502
13:27:13	106	1760	511
13:27:13	103	1761	511
13:27:13	102	1761	510
13:27:13	104	1761	507
13:27:13	106	1762	511
13:27:13	99	1761	506
13:27:13	102	1761	506
13:27:13	102	1760	506
13:27:13	102	1760	511
13:27:13	102	1763	510
13:27:13	102	1763	511
13:27:13	101	1761	510
13:27:13	112	1762	511
13:27:13	101	1761	505
13:27:13	99	1760	507
13:27:13	100	1761	508
13:27:13	99	1761	506
13:27:13	103	1762	507
13:27:13	106	1761	511
13:27:13	105	1760	511
13:27:13	102	1762	511
13:27:13	101	1761	509
13:27:13	102	1761	508
13:27:13	105	1761	511
13:27:13	106	1761	511
13:27:13	105	1759	511
13:27:13	103	1763	511
13:27:13	106	1760	511
13:27:13	109	1762	511
13:27:13	103	1761	511
13:27:13	103	1762	511
13:27:13	107	1761	511
13:27:13	110	1763	525
13:27:13	107	1762	511
13:27:13	106	1761	511
13:27:13	106	1762	511
13:27:13	107	1763	525
13:27:13	102	1761	511
13:27:13	106	1764	511
13:27:13	29	1765	77
13:27:13	19	1764	123
13:27:13	16	1763	159
13:27:13	13	1767	192
13:27:13	11	1762	219
13:27:13	10	1766	242
13:27:13	9	1763	269
13:27:13	10	1761	285
13:27:13	12	1763	304
13:27:13	16	1762	321
13:27:13	17	1763	335
13:27:13	20	1765	346
13:27:13	24	1763	360
13:27:13	31	1763	368
13:27:13	34	1765	378
13:27:13	36	1761	386
13:27:13	40	1764	395
13:27:13	45	1763	401
13:27:13	48	1761	417
13:27:13	48	1762	422
13:27:13	50	1761	420
13:27:13	51	1765	430
13:27:13	54	1765	432
13:27:13	60	1763	442
13:27:13	61	1761	443
13:27:13	64	1762	447
13:27:13	64	1762	450
13:27:13	64	1763	458
13:27:13	66	1762	456
13:27:13	68	1761	459
13:27:13	70	1762	462
13:27:13	69	1765	464
13:27:13	73	1762	464
13:27:13	74	1763	464
13:27:13	77	1766	466
13:27:13	77	1764	470
13:27:13	76	1762	471
13:27:13	80	1763	473
13:27:13	79	1762	474
13:27:13	80	1763	476
13:27:13	80	1765	477
13:27:13	80	1766	481
13:27:13	81	1764	483
13:27:13	85	1765	491
13:27:13	84	1763	488
13:27:13	85	1763	489
13:27:13	86	1764	494
13:27:13	87	1765	497
13:27:13	86	1763	495
13:27:13	89	1765	496
13:27:13	90	1765	497
13:27:13	91	1763	497
13:27:13	91	1762	499
13:27:13	93	1763	499
13:27:13	92	1763	502
13:27:13	93	1764	500
13:27:13	94	1763	502
13:27:13	93	1761	501
13:27:13	7	1765	64
13:27:13	4	1765	109
13:27:13	0	1765	144
13:27:13	0	1763	170
13:27:13	0	1765	201
13:27:13	0	1763	234
13:27:13	1	1765	254
13:27:13	0	1763	275
13:27:13	2	1764	289
13:27:13	4	1762	314
13:27:13	7	1766	322
13:27:13	10	1762	332
13:27:13	15	1764	342
13:27:13	16	1763	353
13:27:13	19	1762	363
13:27:13	22	1763	371
13:27:13	31	1763	384
13:27:13	32	1763	391
13:27:13	33	1761	399
13:27:13	35	1762	400
13:27:13	37	1760	407
13:27:13	42	1762	417
13:27:13	48	1761	422
13:27:13	44	1763	429
13:27:13	51	1762	430
13:27:13	53	1765	433
13:27:13	58	1761	443
13:27:13	54	1765	438
13:27:13	58	1762	442
13:27:13	59	1763	448
13:27:13	64	1762	449
13:27:13	63	1761	449
13:27:13	66	1763	459
13:27:13	67	1761	457
13:27:13	67	1763	463
13:27:13	69	1760	455
13:27:13	68	1761	460
13:27:13	68	1761	462
13:27:13	69	1761	464
13:27:13	69	1760	466
13:27:13	71	1761	473
13:27:13	76	1762	469
13:27:13	78	1760	474
13:27:13	74	1761	469
13:27:13	77	1762	467
13:27:13	78	1760	471
13:27:13	77	1760	480
13:27:13	80	1759	478
13:27:13	80	1762	487
13:27:13	80	1760	478
13:27:13	84	1762	481
13:27:13	80	1761	477
13:27:13	80	1761	478
13:27:13	80	1760	478
13:27:13	81	1762	477
13:27:13	84	1759	483
13:27:13	94	1762	485
13:27:13	88	1761	483
13:27:13	86	1762	480
13:27:13	81	1760	480
13:27:13	86	1760	490
13:27:13	84	1760	488
13:27:13	85	1761	487
13:27:13	83	1761	489
13:27:13	91	1762	488
13:27:13	94	1761	490
13:27:13	91	1763	485
13:27:13	83	1761	487
13:27:13	83	1761	491
13:27:13	89	1759	491
13:27:13	87	1761	492
13:27:13	87	1761	493
13:27:13	92	1762	491
13:27:13	87	1762	493
13:27:13	94	1762	492
13:27:13	86	1763	494
13:27:13	92	1760	496
13:27:13	92	1763	496
13:27:13	92	1763	496
13:27:13	93	1761	494
13:27:13	91	1760	496
13:27:13	95	1765	496
13:27:13	90	1760	493
13:27:13	94	1762	496
13:27:13	91	1761	496
13:27:13	92	1762	496
13:27:13	92	1762	492
13:27:13	90	1761	494
13:27:13	95	1761	498
13:27:13	91	1761	499
13:27:13	94	1763	491
13:27:13	94	1761	497
13:27:13	93	1762	501
13:27:13	97	1762	501
13:27:13	91	1761	496
13:27:13	96	1761	498
13:27:13	94	1753	497
